model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),storage_size,storage_type,graphics,Operating System,screen_size(inches),resolution (pixels),price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note
Lenovo Yoga 6 82UD0088IN 2-in-1 Laptop,Lenovo,Ryzen 7 5700U,16,512,0,512,SSD,AMD Radeon,Windows,13.3,1920 x 1080,84500,68,30,80,80,54.5,63.3,71.4,63.9,60.8,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 5620 Laptop,Dell,12th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe,Windows,16.0,1920 x 1080,69800,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus EeeBook 14 E410KA-BV121WS Laptop,Asus,Pentium Silver N6000,4,256,0,256,SSD,Intel HD Graphics,Windows,14.0,1366 x 768,25490,30,25,30,65,33.0,34.0,41.75,35.75,33.75,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Dell Vostro 3420 D552276WIN9BE Laptop,Dell,11th Gen Core i3,8,512,0,512,SSD,Intel UHD Graphics,Windows,14.0,1366 x 768,43490,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell XPS 13 9320 Laptop,Dell,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,13.4,3840 x 2400,140900,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP Victus 16-E0301Ax Gaming Laptop,HP,Ryzen 5 5600H,8,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,16.1,1920 x 1080,66490,72,58,55,80,64.35,65.45,69.15,65.85,65.6,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
HP 15s-fq2673TU Laptop,HP,11th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,44490,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
LG Gram 17Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,17.0,1600 x 2560,102990,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
LG Gram 17 17Z90Q-G.AJ55A2 Laptop,LG,12th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,17.0,1600 x 2560,87990,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF Gaming F15 FX506HC-HN089WS Gaming Laptop,Asus,11th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,78990,68,70,55,80,68.75,67.05,69.15,67.65,67.8,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
MSI Stealth 15M B12UE Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,139990,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
HP Pavilion x360 14-ek0086TU Laptop,HP,12th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,1920 x 1080,69950,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Envy x360 13-ay1062AU Laptop,HP,Ryzen 5 5600U,8,512,0,512,SSD,AMD Raedon Graphics,Windows,13.3,1920 x 1080,79990,64,35,55,80,52.0,56.9,64.45,57.7,55.9,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
LG Gram 14 14Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,1200 x 1920,93490,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Strix G17 2022 G713RW-LL133WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,17.3,2560 x 1440,181589,90,70,80,95,80.25,83.25,87.25,83.5,82.75,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
LG Gram 16Z90Q-G.AH75A2 Laptop,LG,12th Gen Core i7,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,16.0,1600 x 2560,104590,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF Gaming A15 FA506ICB-HN075W Laptop,Asus,Ryzen 7 4800H,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX3050,Windows,15.6,1080 x 1920,78500,72,70,80,80,73.5,74.7,76.6,75.1,74.2,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
LG Gram 17Z90Q-G.AH78A2 Laptop,LG,12th Gen Core i7,16,1000,0,1000,SSD,Intel Iris Xe Graphics,Windows,17.0,1600 x 2560,119990,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Dell G15-5525 Gaming Laptop,Dell,Ryzen 7 6800H,16,512,0,512,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,124990,82,78,80,80,79.6,80.2,80.4,80.1,80.1,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Dell G15-5525 Gaming Laptop,Dell,Ryzen 5 6600H,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,81990,74,70,55,80,70.25,69.15,70.95,69.45,69.9,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Lenovo IdeaPad Slim 3 82RK0085IN Laptop,Lenovo,12th Gen Core i5,16,512,0,512,SSD,‎Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,61490,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
MSI Crosshair 15 B12UEZ-037IN Gaming Laptop,MSI,12th Gen Core i7,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,122000,81,78,80,95,81.6,82.1,85.35,82.8,82.0,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
MSI Gaming Raider GE66 12UHS-218IN Gaming Laptop,MSI,12th Gen Core i7,32,2000,0,2000,SSD,16 GB NVIDIA GeForce RTX RTX 3080 Ti,Windows,17.3,3840 x 2160,409066,81,92,95,100,90.9,90.1,92.25,91.05,89.95,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Dell  G15-5525 Laptop,Dell,Ryzen 7 6800H,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,105990,82,73,80,80,77.35,78.95,79.9,78.85,78.6,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Dell G15-5525 Gaming Laptop,Dell,Ryzen 5 6600H,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,74990,74,70,80,80,74.0,75.4,77.2,75.7,74.9,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Dell G15-5525 Gaming Laptop,Dell,Ryzen 7 6800H,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,98900,82,70,80,80,76.0,78.2,79.6,78.1,77.7,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Lenovo ThinkPad P14s 20VXS0G800 Laptop,Lenovo,11th Gen Core i7,16,512,0,512,SSD,Intel Integrated Graphics,Windows,14.0,1920 x 1080,103990,78,25,80,80,54.75,65.55,73.9,65.65,62.8,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
MSI GP66 Leopard 11UG-693IN Gaming Laptop,MSI,11th Gen Core i7,16,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070,Windows,15.6,2560 x 1440,129990,78,84,80,95,83.55,82.55,85.05,83.4,82.75,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat
HP Spectre x360 13-ef0053TU Laptop,HP,12th Gen Core i7,16,512,0,512,SSD,Intel Iris X Graphics,Windows,13.5,3000 x 2000,124999,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
MSI Sword 15 A12UD-471IN  Gaming Laptop,MSI,12th Gen Core i5,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,85990,71,73,80,80,74.6,75.1,76.6,75.55,74.75,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
MSI Katana GF66 12UD-472IN Gaming Laptop,MSI,12th Gen Core i5,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,76990,71,73,80,80,74.6,75.1,76.6,75.55,74.75,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Lenovo Thinkpad P15v 21AAS0R500 Laptop,Lenovo,11th Gen Core i9,32,1000,0,1000,SSD,4 GB Nvidia RTX A2000,Windows,15.6,1920 x 1080,259500,92,35,95,95,67.25,78.95,88.1,79.1,75.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Strix G17 2022 G713RW-LL111WS Gaming Laptop,Asus,AMD Ryzen 9 6900HX,16,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070 Ti,Windows,17.3,2560 x 1440,188990,90,86,80,95,87.45,87.25,88.85,87.5,87.55,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Microsoft Surface GO 2 8QF-00046 Laptop,Microsoft,11th Gen Core i5,8,256,0,256,SSD,Intel Iris Xe Graphics,Windows,12.4,1536 x 1024,77324,68,42,55,65,53.9,57.8,61.1,57.65,57.15,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Dell Inspiron 7420 2-in-1 Touch Laptop,Dell,12th Gen Core i3,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,1920 x 1200,62490,54,42,55,80,52.65,55.15,62.15,56.45,54.5,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo V14  82KAA01SIH Laptop,Lenovo,11th Gen Core i3,4,256,0,256,SSD,Intel Integrated UHD,Windows,15.0,1920 x 1080,31999,51,25,30,65,38.25,41.35,48.05,42.05,41.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP Victus 16-e1062AX Gaming Laptop,HP,AMD Ryzen 5 6600H,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,16.1,1920 x 1080,84190,74,70,55,80,70.25,69.15,70.95,69.45,69.9,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
HP Victus 16-e1060AX Gaming Laptop,HP,AMD Ryzen 7 6800H,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,16.1,1920 x 1080,111500,82,73,80,80,77.35,78.95,79.9,78.85,78.6,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
HP Victus 16-e0305ax Gaming Laptop,HP,AMD Ryzen 7 5800H,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,16.1,1920 x 1080,78950,78,70,55,80,71.25,70.55,72.15,70.65,71.3,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Microsoft Surface GO 2 8QC-00021 Laptop,Microsoft,11th Gen Core i5,8,128,0,128,SSD,Intel Iris Xe Graphics,Windows,12.4,1536 x 1024,71990,68,42,55,50,51.65,55.55,55.85,54.65,54.9,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,256,0,256,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,41490,51,42,55,65,49.65,51.85,56.0,52.55,51.2,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i5,8,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,51990,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Acer TravelMate TMP214-53 Laptop,Acer,11th Gen Core i3,8,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,45990,51,42,55,80,51.9,54.1,61.25,55.55,53.45,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i3,8,256,0,256,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,32800,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop,Acer,11th Gen Core i5,8,256,1000,256,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,62999,68,58,55,65,61.1,61.8,62.7,61.65,61.95,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat
Acer TravelMate TMP214-53 Business Laptop,Acer,11th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,57990,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Legion 5 82JK00BEIN Laptop,Lenovo,11th Gen Core i7,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,119990,78,70,80,80,75.0,76.8,78.4,76.9,76.3,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat
Lenovo IdeaPad Slim 3 81X800LGIN Laptop,Lenovo,11th Gen Core i3,8,512,0,512,SSD,Intel UHD Graphics,Windows,15.6,1920 x 1080,36999,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Acer Aspire 3 A315-59 Laptop,Acer,12th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,56699,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Inspiron 3525 Laptop,Dell,AMD Ryzen7 5825U,8,512,0,512,SSD,AMD Radeon Radeon Graphics,Windows,15.6,1920 x 1080,58750,35,30,55,80,42.5,45.5,55.25,47.75,44.25,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF Gaming F17 FX777ZE-HX052WS Laptop,Asus,12th Gen Core i7,16,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,17.3,1920 x 1080,114990,81,70,80,95,78.0,80.1,84.55,80.8,79.6,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Acer Nitro 5 AN515-45 NH.QBCSI.00F Gaming Laptop,Acer,AMD Ryzen 5 5600H,16,512,1000,512,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,129999,72,78,80,80,77.1,76.7,77.4,77.1,76.6,Gaming,High Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Dell Inspiron 7420 Laptop,Dell,12th Gen Core i5,8,512,0,512,SSD,2 GB NVIDIA GeForce MX550,Windows,14.0,1920 x 1200,86990,71,46,55,80,58.7,62.1,67.65,62.55,61.65,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus Vivobook S15 OLED S3502ZA-L702WS Laptop,Asus,12th Gen Core i7,16,512,0,512,SSD,Intel Iris XE Graphics,Windows,15.6,1920 x 1080,84900,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Thinkpad E14 Gen 2 20TAS14C00 Laptop,Lenovo,11th Gen Core i3,8,512,0,512,SSD,Intel UHD,DOS,14.0,1920 x 1080,48000,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus ZenBook S13 UM5302TA-LX701WS Laptop,Asus,AMD Ryzen 7 6800U,16,1000,0,1000,SSD,AMD Radeon AMD,Windows,13.3,2880 x 1800,119990,70,30,80,95,57.25,66.25,77.25,67.5,63.75,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus ZenBook S13 UM5302TA-LX501WS Laptop,Asus,AMD Ryzen 5 6600U,16,512,0,512,SSD,AMD Radeon AMD,Windows,13.3,2880 x 1800,99800,64,30,80,80,53.5,61.9,70.2,62.7,59.4,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus TUF Dash F15 2022 FX517ZE-HN036WS Gaming Laptop,Asus,12th Gen Core i7,16,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050-Ti,Windows,15.6,1920 x 1080,98990,81,73,80,80,77.1,78.6,79.6,78.55,78.25,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Lenovo IdeaPad Gaming 3 81Y401BHIN Gaming Laptop,Lenovo,10th Gen Core i7,8,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,74829,75,58,55,80,65.1,66.5,70.05,66.75,66.65,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Lenovo ThinkBook 15 21A4A09SIH Laptop,Lenovo,AMD Ryzen 3 5300U,8,256,0,256,SSD,AMD Radeon,Windows,15.6,1920 x 1080,39500,45,30,55,65,42.75,46.75,53.0,47.75,45.5,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Asus VivoBook 14 2022 X1402ZA-EB512WS Laptop,Asus,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,62990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
