model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),graphics,Operating System,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note,cpu_score_source,gpu_score_source
Asus TUF Gaming A15 FA506IC-HN100W Laptop,Asus,Ryzen 7 4800H,8,1000,0,4 GB NVIDIA GeForce RTX3050,Windows,15.6,1080 x 1920,8,16,62,85990,81.04,13.04,55,90,47.88,58.87,70.87,59.32,56.78,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo ThinkBook 15 20VEA0YPIH Laptop,Lenovo,11th Gen Core i3,8,512,0,Intel Integrated Graphics,Windows,15.6,1920 x 1080,2,4,53,41999,54.52,9.99,55,75,37.63,46.58,57.36,47.6,44.33,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus TUF Gaming F15 FX577ZE-HN072WS Laptop,Asus,12th Gen Core i7,16,1000,0,4 GB ‎NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,0,20,62,107498,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Victus 16-d0361TX Laptop,HP,11th Gen Core i7,16,512,0,6 GB NVIDIA GeForce RTX RTX 3060,Windows,16.1,1920 x 1080,8,16,73,104000,86.0,100.0,80,75,89.75,86.35,82.05,85.8,87.35,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Dell Inspiron 7425 Laptop,Dell,AMD Ryzen 5 5625U,8,512,0,AMD Radeon,Windows,14.0,1920 x 1200,6,12,72,78203,64.35,7.39,55,75,38.91,49.37,60.04,49.9,46.99,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Acer Predator Helios 300 NH.QC2SI.00B Laptop,Acer,11th Gen Core i9,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,8,16,78,119990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Dell Inspiron 7425 Laptop,Dell,AMD Ryzen 7 5825U,16,512,0,AMD Radeon,Windows,14.0,1920 x 1200,8,16,73,89990,77.1,7.39,80,75,45.85,60.08,70.12,59.98,56.45,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus ROG Strix G17 G713RM-LL167WS Gaming Laptop,Asus,AMD Ryzen 7 6800H,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,17.3,2560 x 1440,8,16,69,134990,99.56,100.0,80,90,95.39,93.35,91.37,92.87,94.35,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Samsung Galaxy Book2 15 Laptop,Samsung,12th Gen Core i5,8,256,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,10,12,57,59990,99.91,28.12,55,60,54.88,64.75,67.54,62.75,63.4,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
HP Pavilion 14-dv2016TU Laptop,HP,12th Gen Core i5,16,512,0,Intel Iris Xᵉ Graphics,Windows,14.0,1920 x 1080,10,12,62,69900,99.91,14.92,80,75,54.94,69.95,77.72,68.7,66.69,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Envy x360 13-ay1059AU Laptop,HP,Ryzen 5 5600U,8,512,0,AMD Raedon Graphics,Windows,13.3,1920 x 1080,6,12,65,77990,64.95,35.0,55,75,51.49,56.48,62.98,56.98,55.48,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,fallback
HP Pavilion Gaming 15-DK1520TX Laptop,HP,10th Gen Core i5,8,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,4,8,71,60990,99.91,77.12,55,75,79.18,79.25,77.68,78.0,80.35,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo IdeaPad Gaming 3 82K10199IN Laptop,Lenovo,11th Gen Core i5,8,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,4,8,68,67000,71.0,100.0,55,75,82.25,74.85,71.3,75.05,77.1,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
HP Pavilion 14-dv2019TU Laptop,HP,12th Gen Core i5,8,512,0,Intel Integrated Intel Iris Xe Graphics,Windows,14.0,1920 x 1080,10,12,55,62999,99.91,28.12,55,75,57.13,67.0,72.78,65.75,65.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus VivoBook 15 M515DA-BQ332WS Laptop,Asus,Ryzen 3 3250U,8,512,0,AMD Radeon AMD Radeon,Windows,15.6,1920 x 1080,2,4,55,34990,17.49,7.39,55,75,27.2,32.97,45.99,35.84,30.59,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Inspiron 15 3511 Laptop,Dell,11th Gen Core i5,8,512,0,Intel Integrated UHD Graphics,Windows,15.6,1920 x 1080,4,8,54,52890,71.0,16.42,55,75,44.64,53.96,62.94,54.16,52.03,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Samsung Galaxy Book2 15 Laptop,Samsung,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,10,12,54,69990,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus Strix G15 G513RM-HF272WS Gaming Laptop,Asus,Ryzen 7 6800H,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,8,16,81,129990,99.56,100.0,80,90,95.39,93.35,91.37,92.87,94.35,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus X515EA-BQ522WS Laptop,Asus,11th Gen Core i5,8,512,0,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,4,8,61,53500,71.0,28.12,55,75,49.9,56.88,64.11,57.08,55.54,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Dell G15-5520 D560737WIN9B Laptop,Dell,12th Gen Core i7,16,512,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,14,20,79,125990,100.0,100.0,80,75,93.25,91.25,86.25,90.0,92.25,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo IdeaPad Gaming 3 81Y401ARIN Gaming Laptop,Lenovo,10th Gen Core i5,8,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,4,8,67,63990,99.91,77.12,55,75,79.18,79.25,77.68,78.0,80.35,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Lenovo IdeaPad Flex 5 82HU00PPIN Laptop,Lenovo,Ryzen 5 5500U,8,512,0,AMD Radeon,Windows,14.0,1920 x 1080,6,12,62,57990,56.3,7.39,55,75,36.9,46.55,57.63,47.49,44.17,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Inspiron G15 D560826WIN9G Laptop,Dell,11th Gen Core i5,16,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,6,12,69,101639,71.0,100.0,80,75,86.0,81.1,77.55,81.3,82.1,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Dell Vostro 3405 Laptop,Dell,Ryzen 3-3250U,8,512,0,AMD Radeon,Windows,14.0,1920 x 1080,2,4,53,38990,17.49,7.39,55,75,27.2,32.97,45.99,35.84,30.59,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Inspiron 5518 Laptop,Dell,11th Gen Core i5,8,512,0,2 GB NVIDIA GeForce MX450,Windows,15.6,1920 x 1080,4,8,67,65490,71.0,37.49,55,75,54.12,59.22,65.05,59.42,58.35,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Lenovo IdeaPad 5 Pro 14ITL6 82L300CAIN Laptop,Lenovo,11th Gen Core i7,16,512,0,Intel Integrated,Windows,14.0,2304 x 1400,4,8,63,77490,86.0,1.06,80,75,45.23,61.61,72.16,61.06,57.67,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Dell Inspiron G15 D560827WIN9G Laptop,Dell,11th Gen Core i5,8,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,6,12,67,66599,71.0,100.0,55,75,82.25,74.85,71.3,75.05,77.1,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Asus Vivobook S15 OLED K3502ZA-L701WS Laptop,Asus,12th Gen Core i7,16,512,0,Intel Iris XE Graphics,Windows,15.6,1920 x 1080,14,20,71,84700,100.0,28.12,80,75,60.9,73.28,79.06,72.03,70.69,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo IdeaPad 3 15IML05 81WB01EBIN Laptop,Lenovo,10th Gen Core i3,8,512,0,Intel Integrated,Windows,15.6,1920 x 1080,2,4,53,37990,54.52,1.06,55,75,33.61,44.35,56.46,45.37,41.65,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Acer Aspire 3 A314-35 UN.K0SSI.011 Laptop,Acer,Celeron N4500,4,256,0,Intel UHD,Windows,14.0,1366 x 768,2,0,48,26600,8.71,26.45,30,60,27.58,26.16,33.76,28.73,25.98,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Lenovo IdeaPad 3 15IGL05 81WQ00MQIN Laptop,Lenovo,Celeron N4020,8,256,0,Intel Integrated UHD 600,Windows,15.6,1366 x 768,2,2,53,27000,7.3,16.42,55,60,26.46,29.41,38.58,32.04,27.48,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Lenovo IdeaPad 3 15ITL05 81X800K9IN Laptop,Lenovo,11th Gen Core i5,8,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,4,8,60,60494,71.0,28.12,55,75,49.9,56.88,64.11,57.08,55.54,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Lenovo IdeaPad 3 15ITL6 82H802L0IN Laptop,Lenovo,11th Gen Core i3,8,512,0,Intel Integrated UHD,Windows,15.6,1920 x 1080,2,4,59,39994,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Inspiron 5310 Laptop,Dell,11th Gen Core i5,16,512,0,2 GB NVIDIA GeForce MX450,Windows,13.3,2560 x 1600,4,8,66,72620,71.0,37.49,80,75,57.87,65.47,71.3,65.67,63.35,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Asus Vivobook S14 OLED S3402ZA-KM701WS Laptop,Asus,12th Gen Core i7,16,512,0,Intel Iris Xe Graphics,Windows,14.0,2880 x 1800,14,20,72,81990,100.0,28.12,80,75,60.9,73.28,79.06,72.03,70.69,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN711WS Laptop,Asus,12th Gen Core i7,16,1000,0,Intel Iris Xe,Windows,14.0,2880 x 1800,14,20,75,116990,100.0,28.12,80,90,63.15,75.53,84.31,75.03,72.94,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus Vivobook 14 OLED UX3402ZA-KM531WS Laptop,Asus,12th Gen Core i5,16,512,0,Intel Iris Xe,Windows,14.0,2880 x 1800,12,16,61,85990,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo IdeaPad Slim 3 81X800J1IN Laptop,Lenovo,11th Gen Core i5,8,512,0,Intel Integrated,Windows,15.6,1920 x 1080,4,8,60,53100,71.0,1.06,55,75,37.73,50.11,61.41,50.32,47.42,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Asus Zenbook Space Edition UX5401ZAS-KN521WS Laptop,Asus,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,14.0,2880 x 1800,12,16,67,104390,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop,Asus,12th Gen Core i9,32,1000,0,Intel Iris X Graphics,Windows,14.0,2880 x 1800,14,20,78,159990,100.0,14.92,95,90,59.46,75.98,86.74,75.48,71.98,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo ThinkBook 14 20VDA0TLIH Laptop,Lenovo,11th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,14.0,1920 x 1080,4,8,65,69490,71.0,28.12,80,75,53.65,63.13,70.36,63.33,60.54,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Acer Aspire 3 A315-58 Laptop,Acer,11th Gen Core i5,8,0,1000,Intel Integrated UHD,Windows,15.6,1920 x 1080,4,8,56,62999,71.0,16.42,55,50,40.89,50.2,54.19,49.16,48.28,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",fallback,benchmark
Asus TUF Gaming A15 FA506IC-HN075W Laptop,Asus,Ryzen 7 4800H,16,512,0,4 GB NVIDIA GeForce RTX3050,Windows,15.6,1080 x 1920,8,16,55,80990,81.04,13.04,80,75,49.38,62.87,71.87,62.57,59.53,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Acer Extensa EX215-31 Laptop,Acer,Intel Pentium N5030,4,256,0,Intel Integrated UHD 605,Windows,15.6,1366 x 768,4,0,49,23899,12.04,16.42,30,60,23.9,24.82,33.75,27.22,24.14,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Fujitsu CH 4ZR1H03553 Laptop,Fujitsu,11th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,4,8,63,54990,71.0,28.12,80,75,53.65,63.13,70.36,63.33,60.54,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Lenovo V15 82KB0003GE Laptop,Lenovo,11th Gen Core i3,8,256,0,Missing,Windows,,,0,0,0,32499,54.52,35.0,55,60,46.63,50.58,54.61,50.86,49.58,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,fallback
Lenovo Thinkpad P15v 21AAS0R100 Laptop,Lenovo,11th Gen Core i7,16,1000,0,4 GB Nvidia Quadro T600,Windows,15.6,1920 x 1080,8,16,76,146500,86.0,64.46,80,90,76.01,79.72,83.75,79.91,78.94,All-Rounder,High Budget,"Cocok untuk penggunaan serbaguna seperti kerja, kuliah, editing ringan, dan multitasking; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Asus VivoBook 15 X515JA-BQ521WS Laptop,Asus,10th Gen Core i5,8,512,0,Intel Integrated UHD,Windows,15.6,1920 x 1080,4,8,55,42990,99.91,16.42,55,75,51.87,64.07,71.61,62.83,62.14,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Fujitsu UH-X 4ZR1F38027 Laptop,Fujitsu,11th Gen Core i7,16,1000,0,Intel Iris Xe Graphics,Windows,13.3,1920 x 1080,4,8,69,99990,86.0,28.12,80,90,59.65,70.63,80.11,70.83,68.04,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Lenovo IdeaPad Slim 3 81WE01QLIN Laptop,Lenovo,10th Gen Core i3,8,512,0,Intel UHD Graphics,Windows,14.0,1920 x 1080,2,4,53,37490,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus K413EA-EB522WS Laptop,Asus,11th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,4,8,63,56990,71.0,28.12,80,75,53.65,63.13,70.36,63.33,60.54,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
HP Victus 16-e0361ax Gaming Laptop,HP,Ryzen 7 5800H,16,512,0,6 GB NVIDIA GeForce RTX 3060,Windows,16.1,1920 x 1080,8,16,76,104490,91.22,100.0,80,75,91.06,88.18,83.62,87.37,89.18,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus Vivobook Pro 14 OLED 2021 M3401QC-KM045WS Laptop,Asus,Ryzen 7-5800H,16,512,0,4 GB NVIDIA GeForce RTX RTX 3050,Windows,14.0,2880 x 1800,8,16,67,87500,91.22,100.0,80,75,91.06,88.18,83.62,87.37,89.18,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Pavilion 14-EC1019AU Laptop,HP,Ryzen 5 5625U,16,512,0,AMD Radeon AMD,Windows,14.0,1920 x 1080,6,12,60,61990,64.35,7.39,80,75,42.66,55.62,66.29,56.15,51.99,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus TUF A15 OLED FA507RM-HF030WS Laptop,Asus,Ryzen 7 6800H,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,8,16,69,114600,99.56,100.0,80,90,95.39,93.35,91.37,92.87,94.35,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus VivoBook 14 X415JA-EB501WS Laptop,Asus,10th Gen Core i5,8,0,1000,Intel UHD Graphics,Windows,14.0,1920 x 1080,4,8,54,41990,99.91,16.42,55,50,48.12,60.32,62.86,57.83,58.39,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
